cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,NTRCDSM,NTRTMMED,IDcd3less,IDcd3t12s,IDcd1t3s,IDcdov3s,NTRTMLGJ,IDcd3les,IDcd3t12,Idcd1t3,IDcdov3
"35112","0","2804864","2804855","Small Town Bank","Wedowee","AL","36278","9/30/2018","11/14/2018","NM","117 Main Street","EAST ALABAMA FINANCIAL GROUP, INC.","5","0","1","4","0","Randolph","","","7/2/1999","7/2/1999","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://www.smalltownbank.com","36303","19606","9646","23496","15734","7033","5729","339","3719","1349","322"
"58463","0","3532641","1131497","SmartBank","Pigeon Forge","TN","37863","9/30/2018","11/14/2018","SM","2430 Teaster Lane, # 205","SMARTFINANCIAL, INC.","32","0","1","4","0","Sevier","","","1/8/2007","1/8/2007","10/31/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","0","http://www.smartbank.com","252768","181928","49564","206557","141484","37091","134192","15899","47302","59065","11926"
"4196","0","394156","1062416","SNB Bank, National Association","Shattuck","OK","73858","9/30/2018","11/14/2018","N","503 South Main Street","SHATTUCK BANCSHARES, INC.","2","0","1","2","1","Ellis","","","8/1/1909","1/1/1934","8/1/2013","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.snbbankna.com","8973","29521","7972","19928","9717","877","10291","2300","3928","2559","1504"
"58534","0","3397233","3607549","Solera National Bank","Lakewood","CO","80226","9/30/2018","11/14/2018","N","319 S. Sheridan Boulevard","SOLERA NATIONAL BANCORP, INC.","1","0","0","4","0","Denver","19740","Denver-Aurora-Lakewood, CO","9/10/2007","9/10/2007","5/11/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.solerabank.com","4311","34823","3642","10272","19320","5901","12121","252","2247","7621","2000"
"232","12569","185448","1137903","Solon State Bank","Solon","IA","52333","9/30/2018","11/14/2018","NM","126 South Market Street","SOLON FINANCIAL, INC.","3","0","0","4","1","Johnson","26980","Iowa City, IA","3/17/1932","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.solonstatebank.com","8432","3774","5542","3253","2663","749","268","0","268","0","0"
"16971","0","612159","1060131","SOLUTIONS NORTH BANK","Stockton","KS","67669","9/30/2018","11/14/2018","NM","123 North Cedar Street","STOCKTON BANCSHARES, INC.","6","0","0","2","1","Rooks","","","1/2/1951","1/2/1951","9/1/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.snbks.com","30826","21589","14648","17504","17907","2356","11428","2098","5786","2503","1041"
"13297","11750","722816","1143342","Solvay Bank","Solvay","NY","13209","9/30/2018","11/14/2018","SM","1537 Milton Avenue","SOLVAY BANK CORP.","10","0","0","8","0","Onondaga","45060","Syracuse, NY","3/17/1917","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.solvaybank.com","89530","52005","20578","52787","57241","10929","101862","60820","20651","17264","3127"
"28778","2343","159971","0","Somerset Savings Bank, SLA","Bound Brook","NJ","8805","9/30/2018","11/14/2018","SA","220 West Union Avenue","","7","0","0","5","0","Somerset","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1887","6/4/1957","1/4/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.somersetsavings.com","107233","40816","24873","62707","45212","15257","7841","1654","1705","2498","1984"
"11112","9306","212522","2914857","Somerset Trust Company","Somerset","PA","15501","9/30/2018","11/14/2018","NM","151 West Main Street","SOMERSET TRUST HOLDING COMPANY","36","0","1","4","0","Somerset","","","1/1/1889","1/1/1934","1/1/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","somersettrust.com","197148","73738","21078","67722","107718","74368","28041","4524","7357","7900","8260"
"6700","0","411624","5169667","Somerville Bank","Somerville","OH","45064","9/30/2018","11/14/2018","NM","197 South Main Street","SOMERVILLE BANCORP","6","0","0","4","1","Butler","17140","Cincinnati, OH-KY-IN","10/10/1910","1/1/1934","8/28/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.somervillebank.net","34975","25169","7225","11903","31223","9793","8090","256","1365","5916","553"
"57968","0","3325759","3325740","SONABANK","Glen Allen","VA","23060","9/30/2018","11/14/2018","SM","10900 Nuckols Rd, Suite 325","SOUTHERN NATIONAL BANCORP OF VIRGINIA, INC.","47","0","1","4","0","Henrico","40060","Richmond, VA","4/14/2005","4/14/2005","12/31/2017","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","0","http://www.sonabank.com","399825","312201","88737","397482","202233","23574","194140","27828","79355","75942","11016"
"402","13492","534756","1067372","Sooner State Bank","Tuttle","OK","73089","9/30/2018","11/14/2018","NM","2 Southeast Fourth","TUTTLE BANCSHARES, INC.","5","0","0","4","1","Grady","36420","Oklahoma City, OK","1/1/1903","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.soonerstatebank.com","17308","17302","8796","17996","7618","200","10543","5921","3614","757","251"
"57095","0","3047659","4899640","Sound Bank","Morehead City","NC","28557","9/30/2018","11/14/2018","NM","5039 Executive Drive","WEST TOWN BANCORP, INC.","7","0","0","4","0","Carteret","","","9/4/2001","9/4/2001","10/28/2018","Stock","0","0","FDIC","DIF","Atlanta","CHICAGO","Raleigh","Richmond","Northeastern","Southeast","0","1","www.soundbanking.com","24246","24428","5867","33299","8100","1408","12043","2521","6451","2560","511"
"33183","9429","1494482","0","Sound Banking Company","Lakewood","WA","98499","9/30/2018","11/14/2018","NM","6107 Lake Grove Street Sw","","1","0","0","4","1","Pierce","42660","Seattle-Tacoma-Bellevue, WA","11/1/1990","11/1/1990","10/3/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.soundbankingco.com","1584","3243","1312","2310","1205","0","3515","1601","1649","265","0"
"57451","17942","429487","3843646","Sound Community Bank","Seattle","WA","98121","9/30/2018","11/14/2018","NM","2001 5th Ave.","SOUND FINANCIAL BANCORP, INC.","8","0","0","4","0","King","42660","Seattle-Tacoma-Bellevue, WA","1/1/1953","5/19/2003","6/30/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","http://www.soundcb.com","62008","60627","15124","64993","31164","11354","50608","3846","27131","18859","772"
"58689","0","3637247","3637238","South Atlantic Bank","Myrtle Beach","SC","29577","9/30/2018","11/14/2018","NM","630 29th Ave North","SOUTH ATLANTIC BANCSHARES, INC.","9","0","0","4","0","Horry","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","11/28/2007","11/28/2007","4/2/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","SouthAtlanticBank.com","9465","21362","6588","17731","5805","703","41001","2794","22580","15323","304"
"35241","0","2794732","3334489","South Carolina Community Bank","Columbia","SC","29201","9/30/2018","11/14/2018","NM","1545 Sumter Street","SCCB FINANCIAL CORPORATION","1","0","0","4","0","Richland","17900","Columbia, SC","3/26/1999","3/26/1999","7/12/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.sccommunitybank.net","7305","9818","2783","9745","3845","750","18170","4509","6113","3548","4000"
"5854","16153","473042","2810285","South Central Bank,  Inc.","Glasgow","KY","42141","9/30/2018","11/14/2018","NM","208 South Broadway","SOUTH CENTRAL BANCSHARES OF KENTUCKY, INC.","24","0","0","4","0","Barren","","","1/1/1908","1/1/1934","5/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","WWW.SOUTHCENTRALBANK.COM","188078","102476","29060","152928","95848","12718","51594","10952","21165","18934","543"
"19536","9744","18135","1889547","South Central Bank, National Association","Chicago","IL","60607","9/30/2018","11/14/2018","N","525 West Roosevelt Road","FIRST BUSINESS BANCORP CO.","5","0","0","7","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/10/1966","1/10/1966","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.banksouthcentral.com","11842","5215","3574","7418","4454","1612","22861","12303","6525","4033","0"
"16707","14677","74056","1061857","South Central State Bank","Campbell","NE","68932","9/30/2018","11/14/2018","NM","673 Broad St.","CAMPBELL STATE COMPANY","5","0","0","2","0","Franklin","","","1/1/1948","7/1/1948","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.southcentralstatebank.com","15494","14580","15840","7543","5886","805","3421","797","1055","263","1306"
"16283","0","706030","1493636","South Coast Bank & Trust","Brunswick","GA","31520","9/30/2018","11/14/2018","NM","1500 Newcastle Street","WB&T BANKSHARES, INC.","2","0","0","4","1","Glynn","15260","Brunswick, GA","1/1/1934","7/5/1945","2/7/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.southcoastbankandtrust.com","9881","20260","5281","21037","3623","200","17457","2500","13394","1563","0"
"32532","8396","995571","3049569","South Georgia Bank","Glennville","GA","30427","9/30/2018","11/14/2018","NM","401 Downing Musgrove Hwy.","SOUTH GROUP BANCSHARES, INC.","4","0","0","4","1","Tattnall","","","4/7/1987","4/7/1987","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","www.southgabank.com","18273","26687","9685","32488","2776","11","11883","3947","6759","1177","0"
"20198","0","767732","2764977","South Georgia Banking Company","Omega","GA","31775","9/30/2018","11/14/2018","NM","5515 Alabama Avenue","SOUTH GEORGIA BANK HOLDING COMPANY","8","0","0","2","0","Tift","","","6/14/1937","6/11/1970","1/31/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.sgbconline.com","63365","44344","18350","56273","31584","1502","12343","2063","4464","5816","0"
"19755","0","135836","1082236","South Lafourche Bank & Trust Company","Larose","LA","70373","9/30/2018","11/14/2018","NM","13226 West Main Street","LAFOURCHE BANCSHARES, INC.","5","0","0","4","1","Lafourche","26380","Houma-Thibodaux, LA","10/13/1967","10/13/1967","12/4/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.slbank.com","16017","23379","3690","12973","15440","7292","5346","806","2541","1591","408"
"23144","0","616036","1086298","South Louisiana Bank","Houma","LA","70360","9/30/2018","11/14/2018","NM","1362 West Tunnel Boulevard","SOUTH LOUISIANA FINANCIAL CORPORATION","7","0","0","4","0","Terrebonne","26380","Houma-Thibodaux, LA","6/30/1980","6/30/1980","3/10/2017","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.ayeee.com","24868","28922","11168","23843","13078","5701","52517","6444","18387","14130","13556"
"9099","14542","75446","1142372","South Ottumwa Savings Bank","Ottumwa","IA","52501","9/30/2018","11/14/2018","NM","320 Church Street","CORNERSTONE FINANCIAL SERVICES GROUP, INC.","4","0","0","8","1","Wapello","","","1/1/1903","1/1/1934","6/30/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.sosb-ia.com","43011","28507","13483","36478","15875","5682","48769","13054","28134","7581","0"
"17690","0","807946","4456593","South Porte Bank","Marion","IL","62959","9/30/2018","11/14/2018","NM","701 North Court Street","SOUTH PORTE FINANCIAL INC.","2","0","0","4","1","Williamson","16060","Carbondale-Marion, IL","11/19/1956","11/19/1956","9/18/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.southportebank.com","12440","29201","3704","12510","19733","5694","9336","2107","2744","3579","906"
"90303","8563","772008","3212943","South Shore Bank","South Weymouth","MA","2190","9/30/2018","11/14/2018","SM","1530 Main St","SOUTH SHORE BANCORP MHC","17","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","2/1/1833","11/19/1985","11/1/2017","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.southshorebank.com","136145","71916","38265","88367","79485","1944","70329","19333","24308","26688","0"
"35355","0","2872845","0","South Sound Bank","Olympia","WA","98502","9/30/2018","11/14/2018","NM","2850 Harrison Avenue Nw 10","","2","0","0","4","0","Thurston","36500","Olympia-Tumwater, WA","1/10/2000","1/10/2000","9/30/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.SOUTHSOUNDBANK.COM","5555","3737","1033","4111","2756","1392","3901","0","1192","885","1824"
"13425","0","540926","1133437","South State Bank","Columbia","SC","29201","9/30/2018","11/14/2018","NM","520 Gervais Street","SOUTH STATE CORPORATION","179","0","1","4","0","Richland","17900","Columbia, SC","1/1/1934","1/1/1934","1/1/2018","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","0","www.southstatebank.com","901609","619189","276384","695015","427033","122366","306003","67615","133523","82105","22760"
"17348","0","542340","1205905","South Story Bank & Trust","Slater","IA","50244","9/30/2018","11/14/2018","NM","501 Linn St","GREENE INVESTMENT CO.","3","0","0","4","1","Story","11180","Ames, IA","9/1/1954","9/1/1954","10/29/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.southstorybank.com","12708","18334","4109","18300","8233","400","16147","8019","6610","1518","0"
"2124","0","165039","2497202","Southcrest Bank, National Association","Atlanta","GA","30309","9/30/2018","11/14/2018","N","1475 W Peachtree St, Ne, # 2","SOUTHCREST FINANCIAL GROUP, INC.","11","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1920","1/1/1934","5/30/2017","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.southcrestbank.com","57349","25404","15119","39686","19648","8300","9394","2594","3132","3268","400"
"57348","0","3110197","3808131","SouthEast Bank","Farragut","TN","37934","9/30/2018","11/14/2018","NM","12700 Kingston Pike","EDUCATIONAL SERVICES OF AMERICA, INC.","18","0","0","4","0","Knox","28940","Knoxville, TN","4/29/2002","4/29/2002","1/21/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.southeastbank.com","272589","228274","153125","102208","147929","97601","68300","5586","17753","27908","17053"
"19819","14669","563934","1133754","Southeast First National Bank","Summerville","GA","30747","9/30/2018","11/14/2018","N","10144 Commerce Street","SUMMERVILLE/TRION BANCSHARES, INC.","3","0","1","7","0","Chattooga","","","5/22/1968","5/22/1968","2/1/2008","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","WWW.SOUTHEASTFNB.COM","5232","1911","2317","3252","1404","170","15681","0","15681","0","0"
"5685","14739","210238","1082058","Southeastern Bank","Darien","GA","31305","9/30/2018","11/14/2018","NM","1010 North Way","SOUTHEASTERN BANKING CORPORATION","10","0","1","4","0","Mcintosh","15260","Brunswick, GA","1/1/1889","1/1/1934","3/2/2009","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","https://www.southeasternbank.com","29005","14595","8463","25898","6421","2819","7830","320","6597","661","251"
"34847","0","2793593","0","SOUTHERN  BANK OF TENNESSEE","Mount Juliet","TN","37122","9/30/2018","11/14/2018","SM","1499 N Mt Juliet Rd","","4","0","0","4","1","Wilson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","3/22/1999","3/22/1999","7/2/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.southernbankoftn.com","25502","44231","8882","33379","23214","4258","33767","5586","16762","10456","963"
"1528","12867","852544","1248939","Southern Bancorp Bank","Arkadelphia","AR","71923","9/30/2018","11/14/2018","SM","601 Main Street","SOUTHERN BANCORP, INC","43","0","1","4","0","Clark","","","3/1/1884","1/1/1934","8/2/2017","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","www.banksouthern.com","116756","134598","98752","98851","49219","4531","40925","6491","20913","12180","1341"
"28332","1386","272272","3266227","Southern Bank","Poplar Bluff","MO","63901","9/30/2018","11/14/2018","SM","531 Vine Street","SOUTHERN MISSOURI BANCORP, INC.","44","0","1","4","0","Butler","","","1/1/1887","12/3/1951","2/24/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankwithsouthern.com","208371","260138","60635","213869","163819","30185","113011","19760","48545","39359","5347"
