cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnls,lnrs3les,lnrs3t12,lnrs1t3,lnrs3t5,lnrs5t15,lnrsov15,lnot3les,lnot3t12,lnot1t3,lnot3t5,lnot5t15,lnotov15
"26536","13786","331375","0","BankGloucester","Gloucester","MA","1930","9/30/2018","11/14/2018","SB","160 Main Street","","2","0","0","4","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1887","2/10/1986","7/15/2009","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","http://www.bankgloucester.com","227536","6470","17751","23761","24472","18606","24389","33067","22927","18260","14636","14352","6682"
"17282","0","737548","1204337","BankIowa of Cedar Rapids","Cedar Rapids","IA","52402","9/30/2018","11/14/2018","NM","7045 C Avenue Northeast","FIDELITY BAN CORPORATION","11","0","0","2","1","Linn","16300","Cedar Rapids, IA","1/1/1881","12/11/1953","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.bankiowa.com","535257","2725","4922","9331","20222","66901","2898","89227","67306","85229","106991","63431","15750"
"30817","5964","379171","3488300","BankLiberty","Liberty","MO","64068","9/30/2018","11/14/2018","SM","16 West Franklin Street","LIBERTY BANCORP, INC.","13","0","0","4","0","Clay","28140","Kansas City, MO-KS","12/5/1955","12/5/1955","5/5/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.banklibertykc.com","455032","1813","4728","6647","8039","35753","4679","82182","25612","59492","66556","153570","5961"
"18129","7941","546003","3297481","BankNewport","Newport","RI","2840","9/30/2018","11/14/2018","SM","10 Washington Square","OCEANPOINT FINANCIAL PARTNERS, MHC","16","0","0","4","0","Newport","39300","Providence-Warwick, RI-MA","1/1/1819","1/2/1960","5/5/2015","Stock","0","1","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.banknewport.com","1301904","28222","56925","59059","77253","154557","80914","298463","52279","153981","261422","53101","12191"
"8387","15880","721350","1128040","BankNorth","Arthur","ND","58006","9/30/2018","11/14/2018","NM","340 Main Street","FIRST FINANCIAL CORPORATION","10","0","1","2","1","Cass","22020","Fargo, ND-MN","1/1/1905","1/1/1934","9/14/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","https://www.ibanknorth.com","360076","1477","1182","4338","5835","1751","0","93486","103623","57233","85258","4846","0"
"11739","14017","855741","1210048","BankOrion","Orion","IL","61273","9/30/2018","11/14/2018","NM","1114 Fourth Street","ORION BANCORPORATION, INC.","9","0","1","4","0","Henry","19340","Davenport-Moline-Rock Island, IA-IL","5/21/1890","1/1/1934","6/30/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://WWW.BANKORION.COM","272856","2991","5719","16494","34890","15276","352","33264","22995","49020","59057","27490","2552"
"30692","5756","364270","0","BankPacific, Ltd","Hagatna","GU","96910","9/30/2018","11/14/2018","SA","151 Aspinal Ave","","0","0","1","6","0","Guam","","","1/1/1953","6/23/1954","2/23/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","West","6","1","www.bankpacific.com","113864","2564","1804","1328","10292","11627","27924","6368","5124","16839","5226","13230","9137"
"5903","9754","121642","1097306","BankPlus","Belzoni","MS","39038","9/30/2018","11/14/2018","NM","202 Jackson Street","BANCPLUS CORPORATION","59","0","0","4","0","Humphreys","","","1/1/1909","1/1/1934","6/6/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","http://www.bankplus.net","2021685","28565","27767","58218","124067","131776","9489","481239","184812","311121","434381","214229","13177"
"77","10489","194936","1084061","BankSouth","Dothan","AL","36303","9/30/2018","11/14/2018","NM","3251 Ross Clark Circle","BANCSOUTH CORPORATION","2","0","0","4","1","Houston","20020","Dothan, AL","1/1/1928","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","137161","8751","16763","21407","14271","4909","0","34796","4379","16832","11221","3831","0"
"16418","13480","88231","0","BankSouth","Greensboro","GA","30642","9/30/2018","11/14/2018","SA","6340 Lake Oconee Parkway","","6","0","0","4","1","Greene","","","4/10/1946","4/10/1946","9/14/2012","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.banksouth.com","519944","83595","16480","36102","24804","25815","48753","103518","67481","69490","30149","10498","2418"
"496","16027","109453","1943917","BankStar Financial","Elkton","SD","57026","9/30/2018","11/14/2018","NM","124 Elk Street","ELKTON HOLDING COMPANY","3","0","0","2","1","Brookings","","","3/20/1926","1/1/1934","3/22/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","https://www.ebankstar.bank","137839","3078","2118","7264","8535","7334","2266","35045","11449","16285","21866","13147","9153"
"29177","3050","831576","3610437","BankTennessee","Collierville","TN","38017","9/30/2018","11/14/2018","SM","1125 West Poplar Ave","BANKTENNESSEE BANCSHARES, INC.","8","0","0","4","1","Shelby","32820","Memphis, TN-MS-AR","10/1/1934","11/2/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","www.banktennessee.com","235280","6775","3481","8387","13359","9475","17221","68993","13599","22621","23303","24161","21578"
"58979","18132","3938186","4028712","BankUnited, National Association","Miami Lakes","FL","33016","9/30/2018","11/14/2018","N","14817 Oak Lane","BANKUNITED, INC.","92","0","1","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","5/21/2009","5/21/2009","3/22/2013","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","0","http://www.BankUnited.com","21956350","272647","211958","371478","765033","2145758","1151656","5578194","958843","2936604","2777046","4168352","413136"
"35406","0","2849285","3368185","BankVista","Sartell","MN","56377","9/30/2018","11/14/2018","NM","125 Twin Rivers Court","ABDO INVESTMENTS, INC.","3","0","0","4","0","Stearns","41060","St. Cloud, MN","2/15/2000","2/15/2000","12/19/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.bankvista.com","249186","2940","4883","8501","10914","284","2680","36169","33677","42597","86551","17333","652"
"57368","0","3109043","3553815","Bankwell Bank","New Canaan","CT","6840","9/30/2018","11/14/2018","NM","208 Elm Street","BANKWELL FINANCIAL GROUP, INC.","13","0","0","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","4/22/2002","4/22/2002","2/1/2015","Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","0","1","http://www.mybankwell.com","1604776","5169","25812","20120","62828","58687","10561","164927","26022","167636","303330","720693","17032"
"16704","0","791353","1134872","BANKWEST","Rockford","MN","55373","9/30/2018","11/14/2018","NM","5921 Main Street","BANKWEST FINANCIAL, INC.","3","0","0","4","1","Wright","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1948","6/1/1948","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.bankwestmn.com","94749","2140","1467","2251","3231","2654","8203","21969","8457","14333","19842","10038","93"
"10502","14289","989758","1051504","BANKWEST OF KANSAS","Goodland","KS","67735","9/30/2018","11/14/2018","SM","922 Main Street","G. S. BANCSHARES, INC.","3","0","0","2","1","Sherman","","","1/1/1929","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.ebankwest.com","85860","181","583","1077","1052","326","91","33704","3435","11305","9371","13000","11735"
"4009","11916","540551","1124060","BankWest, Inc.","Pierre","SD","57501","9/30/2018","11/14/2018","NM","420 South Pierre Street","SOUTH DAKOTA BANCSHARES, INC.","18","0","0","2","0","Hughes","","","8/30/1889","1/1/1934","7/1/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.bankwest-sd.com","800381","2611","4023","5871","9168","6039","12831","181278","102453","104503","147993","144714","62869"
"28489","1691","352772","2126977","Banner Bank","Walla Walla","WA","99362","9/30/2018","11/14/2018","NM","10 South First Avenue","BANNER CORPORATION","175","0","1","4","0","Walla Walla","47460","Walla Walla, WA","1/1/1890","12/6/1934","10/31/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","0","www.bannerbank.com","7712975","20339","51100","68457","77500","126430","514392","2370479","399892","832622","1336672","1650710","250818"
"10374","9734","453147","1207691","Banner Banks","Birnamwood","WI","54414","9/30/2018","11/14/2018","NM","416 Main St.","BANNER BANCORP, LTD","4","0","0","2","1","Shawano","","","1/1/1900","1/1/1934","1/29/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","WWW.BANNERBANKS.COM","40961","558","463","2729","1236","270","0","4285","7701","9995","10670","734","1197"
"19274","53543","275255","4437426","Banner Capital Bank","Harrisburg","NE","69345","9/30/2018","11/14/2018","NM","205 State St","BANNER COUNTY BAN CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST","5","0","1","2","1","Banner","","","10/10/1964","10/10/1964","2/1/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.bcbank.net","137220","265","211","2206","1031","313","1161","45440","26411","34061","20789","1729","2166"
"17514","12376","502849","3202832","Banterra Bank","Marion","IL","62959","9/30/2018","11/14/2018","NM","3201 Banterra Drive","BANTERRA CORP","42","0","1","4","1","Williamson","16060","Carbondale-Marion, IL","11/26/1955","11/26/1955","4/6/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","0","www.banterra.com","1315102","7824","16367","33254","30512","5621","7956","169941","96576","147231","314737","343406","135946"
"11971","9261","522605","1115385","Bar Harbor Bank & Trust","Bar Harbor","ME","4609","9/30/2018","11/14/2018","NM","82 Main Street","BAR HARBOR BANKSHARES","49","0","1","4","0","Hancock","","","9/15/1887","1/1/1934","1/14/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.bhbt.com","2483590","35231","59446","23967","54808","280938","724541","353637","84557","130799","199449","357412","157032"
"30878","6049","106676","0","Bar Harbor Savings and Loan Association","Bar Harbor","ME","4609","9/30/2018","11/14/2018","SA","103 Main Street","","1","0","0","5","0","Hancock","","","1/1/1902","4/15/1957","5/3/2012","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.bhsla.com","91074","0","24","35","696","12906","63580","5","175","281","222","3467","8988"
"12788","12050","24949","1209248","Baraboo State Bank","Baraboo","WI","53913","9/30/2018","11/14/2018","SM","101 Third Avenue","BARABOO BANCORPORATION, INC., THE","8","0","0","4","0","Sauk","","","7/1/1857","1/1/1934","12/22/2017","Stock","0","1","FED","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://www.baraboobank.com","257529","4064","6522","13692","4244","336","844","70967","12985","76837","63365","2775","208"
"57203","0","2980209","1231418","Barclays Bank Delaware","Wilmington","DE","19801","9/30/2018","11/14/2018","NM","125 South West Street","BARCLAYS PLC","1","0","0","3","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/23/2001","5/23/2001","1/1/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","www.barclaysus.com/deposits","25514106","0","0","0","0","0","0","21882593","1919873","1314455","338530","18294","2003"
"34395","0","2508751","2260406","Barrington Bank & Trust Company, National Association","Barrington","IL","60010","9/30/2018","11/14/2018","N","201 South Hough Street","WINTRUST FINANCIAL CORPORATION","7","0","0","4","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","12/19/1996","12/19/1996","2/10/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","www.barringtonbank.com","1766199","409694","4186","8694","13420","10516","28079","569030","434919","93184","72814","113850","2206"
"22205","0","1007734","0","Barwick Banking Company","Barwick","GA","31720","9/30/2018","11/14/2018","NM","2020 East Main Street","","1","0","0","2","0","Brooks","46660","Valdosta, GA","1/1/1934","1/6/1976","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","1301","0","5","11","45","0","0","634","340","152","81","33","0"
"17621","0","188739","2937182","Basile State Bank","Basile","LA","70515","9/30/2018","11/14/2018","NM","3031 Stagg Ave","BASILE BANCSHARES, INC.","2","0","0","6","1","Evangeline","","","7/2/1956","7/2/1956","11/15/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.basilebank.com","45210","815","1872","6297","10680","3598","317","6698","3515","4418","3177","3198","80"
"17749","10960","433505","0","Bath Savings Institution","Bath","ME","4530","9/30/2018","11/14/2018","SB","105 Front Street","","13","0","0","4","0","Sagadahoc","38860","Portland-South Portland, ME","4/19/1852","4/18/1957","5/3/2012","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.bathsavings.com","624413","8498","19189","20709","52905","89409","94342","35622","38690","82428","96263","81984","2547"
"16330","12275","986757","2249399","Battle Creek State Bank","Battle Creek","NE","68715","9/30/2018","11/14/2018","SM","202 W Main St","BATTLE CREEK STATE COMPANY, INC.","1","0","0","4","0","Madison","","","9/1/1943","10/24/1945","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","http://www.battlecreekstatebank.com","24927","40","59","70","219","0","0","3130","5099","5797","5918","4094","501"
"34052","0","2329200","2340867","Bay Bank","Green Bay","WI","54313","9/30/2018","11/14/2018","NM","2555 Packerland Drive","BAY BANCORPORATION, INC.","2","0","0","4","0","Brown","24580","Green Bay, WI","8/21/1995","8/21/1995","1/8/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.baybankgb.com","60658","313","2007","7460","1654","2772","178","6768","7216","8332","11740","11607","15"
"15585","14349","961446","2389978","Bay Port State Bank","Bay Port","MI","48720","9/30/2018","11/14/2018","NM","9840 Main Street","BAY PORT FINANCIAL CORPORATION","3","0","0","2","0","Huron","","","3/1/1938","3/3/1938","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","https://www.bayportstatebank.com","90634","1606","1503","6063","8595","2282","1065","13549","9157","11946","33689","951","0"
"90311","7995","963002","3535437","Bay State Savings Bank","Worcester","MA","1608","9/30/2018","11/14/2018","SB","28 Franklin Street","1895 MHC","7","0","0","4","0","Worcester","49340","Worcester, MA-CT","3/9/1895","11/20/1985","8/1/2011","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","baystatesavingsbank.com","372222","2524","1900","9313","14805","44460","124593","55416","7710","27638","31967","24884","23574"
"1092","9679","242958","2533070","Baybank","Gladstone","MI","49837","9/30/2018","11/14/2018","NM","104 South Tenth Street","BAYBANK CORPORATION","3","0","0","4","0","Delta","","","7/1/1912","1/1/1934","1/29/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","http://baybank.us","71973","486","352","593","5319","9167","4929","10306","3483","10015","16021","10750","251"
"90196","13133","771609","2623430","BayCoast Bank","Swansea","MA","2777","9/30/2018","11/14/2018","SB","330 Swansea Drive","NARRAGANSETT FINANCIAL CORP","19","0","1","4","0","Bristol","39300","Providence-Warwick, RI-MA","11/15/1851","6/18/1985","3/30/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.baycoastbank.com","1310393","19769","11139","15357","28708","108825","170066","275831","5841","33449","85504","208309","344338"
