cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"6800","15891","911339","1076169","First Neighborhood Bank","Spencer","WV","25276","9/30/2018","11/14/2018","NM","216 Market Street","WEST-CENTRAL BANCORP, INC.","4","0","0","4","0","Roane","","","2/8/1912","1/1/1934","11/1/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.firstneighborhoodbank.com","3850","262","3588","180","418","0","221","","197","3035","1590","378","1067","791","0","133","658","0","658","0","658","10","105","0","658"
"4736","12787","172158","2124795","First Neodesha Bank","Neodesha","KS","66757","9/30/2018","11/14/2018","SM","524 Main Street","SOUTHEAST BANCSHARES, INC.","5","0","0","2","1","Wilson","","","1/1/1872","1/1/1934","5/2/2015","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","http://fnb-ks.com","3134","361","2773","32","388","0","198","","190","1922","992","280","650","1207","0","66","1141","0","1141","0","1141","0","710","0","1141"
"18514","0","712956","1107830","First New Mexico Bank","Deming","NM","88030","9/30/2018","11/14/2018","NM","300 South Gold Avenue","FIRST NEW MEXICO FINANCIAL CORPORATION","3","0","0","8","0","Luna","","","4/30/1962","4/30/1962","6/13/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","www.firstnewmexicobank.com","5948","339","5609","120","710","0","484","","226","3228","1620","429","1179","2971","0","790","2181","0","2181","0","2181","60","860","0","2181"
"24865","0","495558","1107830","First New Mexico Bank of Silver City","Silver City","NM","88061","9/30/2018","11/14/2018","NM","1928 Hwy 180 East","FIRST NEW MEXICO FINANCIAL CORPORATION","2","0","0","4","0","Grant","","","1/4/1984","1/4/1984","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","www.fnmbsc.com","3322","205","3117","145","899","0","159","","740","2296","1266","168","862","1575","0","494","1081","0","1081","0","1081","-3","600","0","1081"
"58745","0","3623969","1107830","First New Mexico Bank, Las Cruces","Las Cruces","NM","88011","9/30/2018","11/14/2018","NM","3000 East Lohman Avenue","FIRST NEW MEXICO FINANCIAL CORPORATION","2","0","0","4","0","Dona Ana","29740","Las Cruces, NM","1/14/2008","1/14/2008","1/14/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","www.firstnewmexicobanklc.com","4030","242","3788","25","739","0","297","","442","2731","1660","333","738","1771","0","503","1268","0","1268","0","1268","-26","815","0","1268"
"5432","13630","208655","4151302","First Northeast Bank of Nebraska","Lyons","NE","68038","9/30/2018","11/14/2018","SM","440 Main Street","CENTRAL AGENCY, INC.","9","0","0","2","0","Burt","","","4/1/1902","1/1/1934","12/12/2016","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","http://www.fnb-ne.com","8502","1505","6997","90","470","0","273","","197","4204","2824","498","882","3173","99","626","2646","0","2646","0","2646","-14","700","0","2565.81"
"7675","0","186717","1117213","First Northern Bank and Trust Company","Palmerton","PA","18071","9/30/2018","11/14/2018","SM","4th St. & Lafayette Ave.","PALM BANCORP","11","0","0","4","0","Carbon","10900","Allentown-Bethlehem-Easton, PA-NJ","10/24/1907","1/1/1934","12/30/2011","Stock","0","1","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","http://www.1stnorthernbank.com","20993","3076","17917","836","601","0","648","","-47","14391","7249","3023","4119","3291","0","-246","3537","0","3537","0","3537","209","1958","0","3537"
"3440","16087","783161","2880626","First Northern Bank of Dixon","Dixon","CA","95620","9/30/2018","11/14/2018","NM","195 North First Street","FIRST NORTHERN COMMUNITY BANCORP","17","0","0","4","0","Solano","46700","Vallejo-Fairfield, CA","1/2/1910","1/1/1934","7/28/2015","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","www.thatsmybank.com","33594","885","32709","1575","5335","449","1487","0","3399","23550","15421","2127","6002","12919","0","3591","9328","0","9328","0","9328","369","0","0","9328"
"2208","13172","868956","1057243","First Northern Bank of Wyoming","Buffalo","WY","82834","9/30/2018","11/14/2018","SM","141 South Main Street","FIRST NATIONAL BUFFALO BANKSHARES, INC.","3","0","0","4","1","Johnson","","","2/2/1885","1/1/1934","2/23/2018","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","fnbofwyo.com","11746","1682","10064","769","2564","167","187","","2210","8872","5601","1164","2107","2987","-39","0","2948","0","2948","0","2948","115","1650","0","2987"
"12484","0","75259","3957589","First Oklahoma Bank","Jenks","OK","74037","9/30/2018","11/14/2018","NM","100 South Riverfront Drive","FIRST OKLAHOMA HOLDINGS, INC.","3","0","0","4","0","Tulsa","46140","Tulsa, OK","1/1/1923","1/1/1934","12/4/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.firstoklahomabank.com","21067","5386","15681","695","4070","0","367","","3703","15669","11573","933","3163","3387","0","867","2520","0","2520","0","2520","341","0","0","2520"
"4746","9670","285852","1053777","First Option Bank","Osawatomie","KS","66064","9/30/2018","11/14/2018","SM","601 Main Street","OSAWATOMIE AGENCY, INC., THE","5","0","0","5","1","Miami","28140","Kansas City, MO-KS","9/6/1923","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.firstoptionbank.com","8002","1133","6869","0","3150","1133","714","","1303","6745","3582","470","2693","3274","12","65","3221","0","3221","0","3221","60","1974","0","3209.24"
"28396","1509","586072","3834701","First Palmetto Bank","Camden","SC","29020","9/30/2018","11/14/2018","NM","407 Dekalb Street","FIRST PALMETTO FINANCIAL CORPORATION","23","0","0","4","0","Kershaw","17900","Columbia, SC","1/1/1904","4/1/1949","6/1/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.firstpalmetto.com","19243","2512","16731","0","1559","0","338","","1221","10792","6884","1558","2350","7498","0","1801","5697","0","5697","0","5697","-154","2000","0","5697"
"33010","0","1459799","2325912","First Peoples Bank","Pine Mountain","GA","31822","9/30/2018","11/14/2018","NM","105 Chipley Street","FIRST PEOPLES BANKSHARES, INC.","3","0","0","4","0","Harris","17980","Columbus, GA-AL","7/9/1990","7/9/1990","12/1/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.FirstPeoplesBank.com","4252","131","4121","99","690","0","369","","321","3431","1951","331","1149","1281","0","262","1019","0","1019","0","1019","9","472","0","1019"
"21874","13162","421539","4166397","First Peoples Bank of Tennessee","Jefferson City","TN","37760","9/30/2018","11/14/2018","NM","206 West Broadway Boulevard","FIRST PEOPLES BANCORP, INC.","5","0","0","4","0","Jefferson","34100","Morristown, TN","1/2/1975","1/2/1975","7/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","http://www.firstpeoplesbank.net","4262","267","3995","218","816","0","269","","547","3680","1938","494","1248","913","0","224","689","0","689","0","689","-34","408","0","689"
"6173","0","708333","1472211","First Peoples Bank, Inc.","Mullens","WV","25882","9/30/2018","11/14/2018","SM","200 First Street","PEOPLES BANKSHARES, INC.","3","0","0","7","0","Wyoming","","","1/12/1926","1/1/1934","6/30/2008","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.firstpeoplesbank.org","2586","312","2274","0","362","0","179","0","183","1744","690","193","861","892","0","149","743","0","743","0","743","-5","321","0","743"
"28859","2502","646172","0","First Piedmont Federal Savings and Loan Association of Gaffney","Gaffney","SC","29340","9/30/2018","11/14/2018","SA","1229 W. Floyd Baker Blvd.","","6","0","0","4","0","Cherokee","","","1/1/1933","11/5/1934","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.firstpiedmont.com","12044","21","12023","16","3212","0","830","","2382","9021","4903","830","3288","6198","0","1673","4525","0","4525","0","4525","15","0","0","4525"
"3063","52256","357553","1062528","First Pioneer National Bank","Wray","CO","80758","9/30/2018","11/14/2018","N","145 West Fourth Street","FIRST PIONEER BANK CORP.","2","0","0","2","0","Yuma","","","7/1/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.fpnb.bank","4956","527","4429","12","373","0","88","","285","2739","1662","237","840","2051","0","364","1687","0","1687","0","1687","20","630","0","1687"
"21784","12916","262237","1082601","First Port City Bank","Bainbridge","GA","39818","9/30/2018","11/14/2018","NM","400 West Shotwell Street","PORT CITY HOLDING COMPANY, INC.","3","0","0","4","0","Decatur","","","10/7/1974","10/7/1974","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.firstportcity.com","6393","1011","5382","0","516","0","220","","296","3196","1740","252","1204","2702","53","628","2127","0","2127","0","2127","-1","2493","0","2085.13"
"6085","8938","374653","1842421","First PREMIER Bank","Sioux Falls","SD","57104","9/30/2018","11/14/2018","SM","601 South Minnesota Avenue","UNITED NATIONAL CORPORATION","17","0","0","9","1","Minnehaha","43620","Sioux Falls, SD","1/1/1914","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.firstpremier.com","50692","6515","44177","3460","27925","4973","2243","0","20709","43464","26912","2947","13605","25178","1","1223","23956","0","23956","0","23956","1552","10650","0","23955.05"
"22549","0","177135","0","First Progressive Bank","Brewton","AL","36426","9/30/2018","11/14/2018","SM","St Nichols Ave & Sowell St","","1","0","0","7","0","Escambia","","","11/10/1977","11/10/1977","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","603","19","584","0","12","0","11","","1","487","196","58","233","109","0","0","109","0","109","0","109","0","0","0","109"
"4185","15705","524953","2224408","First Pryority Bank","Pryor","OK","74361","9/30/2018","11/14/2018","SM","310 East Graham Avenue","FIRST PRYOR BANCORP, INC.","2","0","0","4","0","Mayes","","","1/1/1900","1/1/1934","6/17/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.firstpryoritybank.com","5572","1133","4439","250","729","0","129","","600","3128","1736","688","704","1790","0","430","1360","0","1360","0","1360","216","300","0","1360"
"35214","0","2839790","3070312","First Reliance Bank","Florence","SC","29501","9/30/2018","11/14/2018","NM","2170 West Palmetto Street","FIRST RELIANCE BANCSHARES, INC.","12","0","0","4","0","Florence","22500","Florence, SC","8/16/1999","8/16/1999","1/23/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","firstreliance.com","17215","1897","15318","228","7752","0","1215","","6537","19323","11246","2139","5938","3519","0","765","2754","0","2754","0","2754","153","2100","0","2754"
"59017","0","4114567","0","First Republic Bank","San Francisco","CA","94111","9/30/2018","11/14/2018","NM","111 Pine Street","","77","0","1","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","7/1/2010","7/1/2010","3/2/2018","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","0","www.firstrepublic.com","2215248","369046","1846202","51003","381359","11420","10540","25319","334080","1418410","837171","147430","433809","758148","6515","142253","622410","0","622410","0","622410","1110","129057","371264","617132.85"
"58039","0","3314043","4974293","First Resource Bank","Lino Lakes","MN","55014","9/30/2018","11/14/2018","NM","7449 Village Drive","AMERI FINANCIAL GROUP, INC.","4","0","1","4","0","Anoka","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/27/2005","6/27/2005","4/16/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.myfrbank.com","6143","788","5355","240","332","0","135","","197","4373","2322","751","1300","1074","0","-850","1924","0","1924","0","1924","175","0","0","1924"
"57967","0","3349241","0","First Resource Bank","Exton","PA","19341","9/30/2018","11/14/2018","NM","800 N. Pottstown Pike","","2","0","0","4","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/2/2005","5/2/2005","2/25/2015","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.firstresourcebank.com","9503","2119","7384","435","383","0","45","","338","5422","3173","521","1728","1910","0","354","1556","0","1556","0","1556","190","0","51","1556"
"28105","906","660271","2558194","First Robinson Savings Bank, National Association","Robinson","IL","62454","9/30/2018","11/14/2018","N","501 East Main Street","FIRST ROBINSON FINANCIAL CORPORATION","5","0","1","8","0","Crawford","","","1/1/1884","6/7/1954","9/17/2008","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.frsb.net","8728","1352","7376","0","2535","76","880","","1579","7050","4168","764","2118","2861","6","777","2090","0","2090","0","2090","26","0","0","2085.26"
"30241","5029","253776","0","First Savanna Savings Bank","Savanna","IL","61074","9/30/2018","11/14/2018","SB","301 Main St","","1","0","0","5","0","Carroll","","","1/1/1886","6/5/1944","3/31/2006","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.firstsavannasavings.com","514","78","436","0","145","0","139","","6","510","267","24","219","71","0","0","71","0","71","0","71","7","0","0","71"
"30358","5224","141677","0","First Savings and Loan Association","Mebane","NC","27302","9/30/2018","11/14/2018","SA","206 West Center Street","","1","0","0","5","0","Alamance","15500","Burlington, NC","1/1/1909","10/22/1948","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","www.firstsandl.net","1558","254","1304","10","65","0","0","","65","1100","681","52","367","259","0","36","223","0","223","0","223","0","0","0","223"
"29961","4433","785473","3908929","First Savings Bank","Clarksville","IN","47129","9/30/2018","11/14/2018","SM","501 E. Lewis & Clark Pkwy.","FIRST SAVINGS FINANCIAL GROUP, INC.","16","0","0","4","0","Clark","31140","Louisville-Jefferson County, KY-IN","1/7/1938","1/7/1938","2/10/2018","Stock","0","0","FED","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","www.fsbbank.net","32896","4931","27965","891","10105","0","1321","-107","8891","26575","15531","2550","8494","10604","4","2094","8514","0","7166","1348","8514","79","9150","0","8510.8"
"32629","8547","67656","0","First Savings Bank","Beresford","SD","57004","9/30/2018","11/14/2018","SA","201 North Third Street","","22","0","1","4","0","Union","43580","Sioux City, IA-NE-SD","1/1/1989","1/1/1989","11/11/2016","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","firstsavingsbanks.com","50768","1523","49245","23491","18396","0","1331","0","17065","28224","8430","1482","18312","15926","0","5044","10882","0","10882","0","10882","22302","900","0","10882"
"28723","2229","627377","0","First Savings Bank","Danville","IL","61832","9/30/2018","11/14/2018","SB","6 West Williams Street","","1","0","0","5","0","Vermilion","19180","Danville, IL","1/1/1880","4/27/1973","3/31/2006","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.fsbdanville.com","810","186","624","36","231","0","1","","230","800","355","54","391","19","0","10","9","0","9","0","9","0","0","0","9"
"29809","4122","483274","0","First Savings Bank of Hegewisch","Chicago","IL","60633","9/30/2018","11/14/2018","SB","13220 S. Baltimore Avenue","","14","0","1","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1914","4/29/1940","7/1/2016","Non-Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.fsbhegewisch.com","15302","2685","12617","133","937","7","284","","646","9506","5157","1648","2701","3915","0","1204","2711","0","2711","0","2711","24","0","0","2711"
"22536","0","25647","2805544","First Secure Bank and Trust Co.","Palos Hills","IL","60465","9/30/2018","11/14/2018","NM","10360 South Roberts Road","AMERICAN HEARTLAND BANCSHARES, INC.","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/21/1977","10/21/1977","6/3/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.firstsecurebank.com","4308","1000","3308","175","506","20","49","0","437","2224","1134","247","843","1415","0","0","1415","0","1415","0","1415","0","0","0","1415"
"35223","0","2805535","2805544","First Secure Community Bank","Sugar Grove","IL","60554","9/30/2018","11/14/2018","NM","670 Sugar Grove Pkwy Route 4","AMERICAN HEARTLAND BANCSHARES, INC.","4","0","0","4","0","Kane","16980","Chicago-Naperville-Elgin, IL-IN-WI","2/7/2000","2/7/2000","5/2/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.1stsecurebank.com","9231","2361","6870","375","244","0","30","","214","5198","2901","1025","1272","1541","0","438","1103","0","1103","0","1103","87","0","0","1103"
"34524","15979","2586281","2917287","First Security Bank","Owensboro","KY","42301","9/30/2018","11/14/2018","NM","313 Frederica Street","FIRST SECURITY, INC.","11","0","1","4","0","Daviess","36980","Owensboro, KY","8/20/1997","8/20/1997","10/14/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","http://WWW.FIRSTSECURITY.NET","16892","4057","12835","25","2168","0","763","","1405","12675","6701","1845","4129","2303","0","377","1926","0","1926","0","1926","826","0","0","1926"
"5633","10278","673440","1096505","First Security Bank","Searcy","AR","72143","9/30/2018","11/14/2018","NM","314 North Spring Street","FIRST SECURITY BANCORP","79","0","0","4","0","White","","","2/6/1932","1/1/1934","6/17/2014","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","www.fsbank.com","159679","20177","139502","4716","20366","2453","6929","0","10984","69402","39484","10152","19766","85750","2491","5286","82955","0","82955","0","82955","-8237","15000","0","80613.46"
"9728","10950","109154","1129001","First Security Bank","Byron","MN","55920","9/30/2018","11/14/2018","NM","316 Byron Avenue, North","OLMSTED BANCORPORATION, INC.","1","0","0","4","1","Olmsted","40340","Rochester, MN","12/27/1904","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","WWW.fsbbyron.com","2022","254","1768","18","172","0","66","","106","1383","598","215","570","539","0","0","539","0","539","0","539","9","215","0","539"
"1622","0","322551","1059751","First Security Bank","Union Star","MO","64494","9/30/2018","11/14/2018","NM","108 North 4th Street","FIRST AMERICAN BANCSHARES, INC.","2","0","0","8","0","Dekalb","41140","St. Joseph, MO-KS","4/30/1890","1/1/1934","1/18/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","WWW.FIRSTSECURITYBANKMO.COM","945","59","886","13","44","0","42","","2","703","354","82","267","214","0","35","179","0","179","0","179","-61","17","0","179"
"3698","14074","416339","1417539","First Security Bank","Mackinaw","IL","61755","9/30/2018","11/14/2018","NM","101 East Fast Street","MACKINAW VALLEY FINANCIAL SERVICES, INC.","4","0","0","2","1","Tazewell","37900","Peoria, IL","1/1/1934","1/1/1934","2/29/2008","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.fsb1.com","2438","296","2142","20","44","0","34","0","10","1671","879","188","604","495","0","0","495","0","495","0","495","45","284","0","495"
"17120","13359","718145","1098509","First Security Bank","Batesville","MS","38606","9/30/2018","11/14/2018","NM","295 Highway 6 West","SECURITY CAPITAL CORPORATION","18","0","0","4","0","Panola","","","7/1/1952","7/1/1952","6/14/2013","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","West","0","1","www.firstsecuritybk.com","17911","1821","16090","828","6393","771","3175","","2447","14240","9376","1798","3066","7415","-34","1497","5884","0","5884","0","5884","330","1000","0","5911.2"
"5107","9941","339353","1123401","First Security Bank - Canby.","Canby","MN","56220","9/30/2018","11/14/2018","NM","102 St. Olaf Avenue North","FIRST SLEEPY EYE BANCORPORATION, INC.","2","0","0","2","1","Yellow Medicine","","","6/10/1890","1/1/1934","4/8/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.firstsecuritybanks.com","2040","83","1957","63","185","0","124","","61","1048","513","92","443","1031","0","0","1031","0","1031","0","1031","17","1000","0","1031"
"5252","10144","861658","1123401","First Security Bank - Sleepy Eye","Sleepy Eye","MN","56085","9/30/2018","11/14/2018","NM","101 East Main Street","FIRST SLEEPY EYE BANCORPORATION, INC.","7","0","0","2","1","Brown","","","1/1/1882","1/1/1934","11/21/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.firstsecuritybanks.com","6006","222","5784","108","551","0","236","","315","3663","1985","504","1174","2564","0","0","2564","0","2564","0","2564","-28","4000","0","2564"
"10253","12319","969059","1919976","First Security Bank - West","Beulah","ND","58523","9/30/2018","11/14/2018","NM","100 East Main Street","BEULAH BANCORPORATION, INC.","2","0","0","4","1","Mercer","","","1/1/1915","1/1/1934","2/23/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.firstsecuritybanks.com","1729","59","1670","23","105","0","51","","54","955","426","82","447","797","2","0","799","0","799","0","799","-4","400","0","797"
"17001","0","377850","3602058","First Security Bank and Trust Company","Oklahoma City","OK","73111","9/30/2018","11/14/2018","NM","1541 North East 23rd Street","FSB BANCSHARES, INC.","1","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","4/6/1951","4/6/1951","6/19/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.fsbokc.com","1959","214","1745","20","440","0","223","","217","1858","1143","195","520","307","0","0","307","0","307","0","307","6","113","0","307"
"1852","12599","894544","1207815","First Security Bank and Trust Company","Charles City","IA","50616","9/30/2018","11/14/2018","NM","809 Clark Street","CEDAR VALLEY BANKSHARES, LTD.","14","0","0","2","1","Floyd","","","7/14/1903","1/1/1934","12/7/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.1stsecuritybank.com","13997","2207","11790","700","3270","237","443","","2590","10505","5877","1163","3465","3855","0","181","3674","0","3674","0","3674","499","2270","0","3674"
"20657","0","670654","2880662","First Security Bank of Deer Lodge","Deer Lodge","MT","59722","9/30/2018","11/14/2018","NM","311 Milwaukee Avenue","FIRST SECURITY GROUP","1","0","0","2","1","Powell","","","4/10/1972","4/10/1972","3/5/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.1stsecuritydl.com","1151","64","1087","0","180","0","54","","126","677","425","38","214","590","0","0","590","0","590","0","590","-3","425","0","590"
"20162","0","647955","4968368","First Security Bank of Helena","Helena","MT","59601","9/30/2018","11/14/2018","NM","1721 11th Avenue","ASCENT BANCORP","1","0","0","4","0","Lewis And Clark","","","4/13/1970","4/13/1970","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.firstsecurityhelena.com","1669","73","1596","183","80","0","31","","49","1106","624","116","366","387","0","92","295","0","295","0","295","0","0","0","295"
"20646","13044","651457","2807100","First Security Bank of Malta","Malta","MT","59538","9/30/2018","11/14/2018","SM","130 South First Street East","MILK RIVER BANQUO, INC.","1","0","0","2","0","Phillips","","","4/3/1972","4/3/1972","5/9/2012","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","http://www.firstsecuritymalta.com","1298","198","1100","13","176","0","76","","100","892","545","71","276","371","0","106","265","0","265","0","265","-5","0","0","265"
"58443","0","3555248","0","First Security Bank of Nevada","Las Vegas","NV","89148","9/30/2018","11/14/2018","NM","9130 W Russell Rd, # 300","","2","0","0","4","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","1/30/2007","1/30/2007","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","1","https://www.fsbnv.com","6752","583","6169","0","1545","0","40","0","1505","3604","1970","435","1199","4110","0","634","3476","0","3476","0","3476","-289","0","380","3476"
"20479","0","625056","1128349","First Security Bank of Roundup","Roundup","MT","59072","9/30/2018","11/14/2018","NM","401 Main Street","CENTRAL MONTANA BANCORPORATION","1","0","0","2","1","Musselshell","","","9/3/1971","9/3/1971","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.1stsecurityroundup.com","1867","80","1787","12","201","0","91","","110","1121","667","106","348","855","0","0","855","0","855","0","855","1","494","0","855"
"15767","11221","949453","1857788","First Security Bank-Hendricks","Hendricks","MN","56136","9/30/2018","11/14/2018","NM","113 South Main Street","FOLDEN FINANCIAL CORPORATION","1","0","0","2","1","Lincoln","","","8/30/1940","8/30/1940","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.fsbhendricks.com","746","59","687","0","144","0","43","","101","465","268","22","175","366","1","0","367","0","367","0","367","0","200","0","366"
"18508","10143","681043","1130726","First Security State Bank","Evansdale","IA","50707","9/30/2018","11/14/2018","NM","3600 Lafayette Road","EVANS BANCSHARES, INC.","2","0","0","4","1","Black Hawk","47940","Waterloo-Cedar Falls, IA","4/23/1962","4/23/1962","2/10/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.fssbonline.com","3410","628","2782","99","160","0","49","","111","1718","1106","243","369","1125","0","55","1070","0","1070","0","1070","63","450","0","1070"
"11932","15889","819154","1135057","First Security State Bank","Cranfills Gap","TX","76637","9/30/2018","11/14/2018","NM","303 Third Street","BOSQUE BANCSHARES, INC.","4","0","0","5","1","Bosque","","","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fssbtexas.com","2971","170","2801","63","858","0","440","","418","2576","1241","241","1094","1020","0","0","1020","0","1020","0","1020","9","847","0","1020"
"17224","0","592439","2125523","First Security Trust and Savings Bank","Elmwood Park","IL","60707","9/30/2018","11/14/2018","NM","7315 West Grand Avenue","FIRST SECURITY BANCORP, INC.","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/26/1946","5/27/1953","3/15/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.fstsb.com","6739","427","6312","175","1167","0","40","","1127","4821","2529","661","1631","2483","-1","6","2476","0","2476","0","2476","-241","0","0","2477"
