cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"90140","12033","343903","0","Adams Community Bank","Adams","MA","1220","9/30/2018","11/14/2018","SB","2 Center Street","","8","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","www.adamscommunity.com","102","571107","11528","2984","43591","156","478386","3655","0","6847","220","8137","22242","571107","516122","453715","404886","453715","82.24863935835","0","0","59000","0","3407","54985","54985","0","0","0","54985","0","2405","0","1578","525117","321050","545055.25","559884","364156","550001","11814","10348","0","1466","45338","1512","59000","0","66054","47618","4266","66054","0"
"14311","0","9553","1053870","Adams County Bank","Kenesaw","NE","68956","9/30/2018","11/14/2018","NM","401 N. Smith Avenue","FIRST KENESAW COMPANY","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.adamscountybank.net","15","171129","5783","4644","53343","0","103267","1209","0","899","0","0","7837","171129","156322","102811","84155","102811","82.4275062942909","4405","0","47873","0","1233","14807","14807","0","400","1700","12707","0","368","0","2669","161254","57673","166099.25","167142.5","124498","167099","2615","1700","0","915","11826","100","46690","0","18821","15761","1209","18821","0"
"9812","0","332756","0","Adams State Bank","Adams","NE","68301","9/30/2018","11/14/2018","NM","649 Main Street","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.adamsstate.com","9","50242","4207","2596","10159","0","34229","291","0","737","0","0","910","50242","40910","35624","27739","35624","86.7986983842011","0","0","5250","0","36","9332","9332","0","100","3000","6232","0","3","0","602","46984","15853","49769.25","49509","38158","49102","0","0","0","0","4354","1671","5250","0","4562","9609","291","4562","0"
"28380","1473","101671","2467474","Adirondack Bank","Utica","NY","13501","9/30/2018","11/14/2018","SM","185 Genesee Street","ADIRONDACK BANCORP, INC.","18","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","185","836174","14034","0","285258","1142","493502","3309","0","5099","906","2595","33638","836174","776019","700663","493254","700663","63.9599420160826","43567","0","25712","0","6077","60155","60155","0","3792","20527","35836","0","8977","0","3415","779902","325788","806988.5","820721","431300","811547","15609","15609","0","0","156794","10567","25712","2965","92921","62888","3314","92921","0"
"27015","13964","541307","0","Admirals Bank","Boston","MA","2116","9/30/2018","11/14/2018","SA","579 Boylston Street","","2","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1967","7/20/1987","1/1/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.admiralsbank.com","63","231247","27374","23412","0","0","191604","1909","0","3486","0","804","7979","231247","206394","145880","145455","145880","79.3167400067067","0","0","55000","0","5514","24853","24853","0","250","46279","-21676","0","5341","232","699","215016","92744","267344.5","253587.5","194664","257297","0","0","0","0","69333","0","55000","0","3086","24049","2106","3086","0"
"8251","0","94858","1399505","Adrian Bank","Adrian","MO","64720","9/30/2018","11/14/2018","SM","130 East Main Street","ADRIAN BANCSHARES, INC.","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.adrianbank.com","29","139721","12504","8006","30502","0","94458","1229","0","670","0","0","1587","139721","124642","124030","95948","124030","88.534860329001","0","0","0","0","612","15079","15079","0","100","600","14379","0","1340","0","1208","132966","50530","141593.75","139697","100272","139375","0","0","0","0","3639","516","0","0","8661","15664","1229","8661","0"
"8822","0","293352","1125254","Adrian State Bank","Adrian","MN","56110","9/30/2018","11/14/2018","NM","322 Maine Avenue","ADRIAN BUILDING CORPORATION","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.adrianstatebank.com","11","48360","4838","3882","2753","265","39462","388","0","133","0","0","909","48360","43841","43106","34558","43106","80.6323103647944","0","0","600","0","135","4519","4519","0","120","3630","769","0","21","0","722","46362","5833","47814.5","47557.5","40423","47383","0","0","0","0","4773","3902","600","0","720","4545","388","720","0"
"18152","15877","438050","1066928","Advantage Bank","Oklahoma City","OK","73141","9/30/2018","11/14/2018","NM","8001 Ne 23rd Street","SPENCER BANCSHARES, INC.","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","11/17/1913","2/15/1960","4/26/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.advantagebank.biz","28","57089","1734","0","16711","1087","34056","396","0","1934","1073","0","494","57089","49648","49582","37675","49582","85.5005544913802","0","0","0","0","66","7441","7441","0","337","338","6766","0","1008","0","230","51854","13264","59363.5","58475.5","43704","59605","0","0","0","0","758","9","0","0","2786","7867","396","2786","0"
"57072","0","2927615","0","Advantage Bank","Loveland","CO","80538","9/30/2018","11/14/2018","NM","1475 North Denver Avenue","","4","0","0","4","0","Larimer","22660","Fort Collins, CO","9/21/2000","9/21/2000","6/14/2016","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","http://www.advantagebanks.com","39","311532","28614","24557","14029","0","257361","2151","0","7263","726","661","2878","311532","274846","252031","199396","252031","88.4356952465571","0","0","21500","0","1315","36686","36686","0","2431","18433","15822","0","310","0","877","295947","12779","307567.75","311804","247240","307477","0","0","0","0","34659","3127","21500","0","45771","35762","2151","45771","0"
"10375","14584","189549","3155273","Advantage Community Bank","Dorchester","WI","54425","9/30/2018","11/14/2018","NM","101 W Business County Rd. A","ADVANTAGE COMMUNITY BANCSHARES, INC.","4","0","0","4","0","Clark","","","8/9/1906","1/1/1934","7/1/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.advantagecommunity.com","27","145034","16305","14339","25098","1573","95014","1157","0","1970","0","865","4209","145034","126945","124726","104863","124726","88.3094822198362","0","0","1148","0","1071","18089","18089","0","90","6986","11013","0","20","0","564","136024","15107","144277.5","144486","106028","144408","3186","3186","0","0","1535","2693","1148","0","21846","18149","1157","21846","0"
"34885","14544","965789","5189450","Affiliated Bank, National Association","Bedford","TX","76021","9/30/2018","11/14/2018","N","500 Harwood Rd.","SBH MANAGER, LLC","4","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","2/28/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.affiliatedbank.com","196","717918","47180","42001","0","2637","609054","768","0","12442","3183","36346","7076","717918","608902","562018","480323","562018","75.6812869395192","0","0","44000","0","2884","109016","109016","0","3","107306","1707","0","884","136","2495","653692","261144","671677.75","697622","582682","669281","0","0","0","0","120505","1475","44000","13388","142266","76455","793","142266","37457"
"57264","0","3118447","3118456","AFFINITY BANK","Atlanta","GA","30339","9/30/2018","11/14/2018","NM","400 Galleria Pkwy Se, # 900","ABB FINANCIAL GROUP, INC.","1","0","0","4","0","Cobb","12060","Atlanta-Sandy Springs-Roswell, GA","9/3/2002","9/3/2002","12/27/2017","Stock","0","0","FDIC","DIF","Atlanta","NEW YORK","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.myaffinitybank.com","28","292067","7276","5058","17914","23909","228103","2846","0","855","1627","0","12383","292067","261722","209344","129476","209344","81.7189618623837","13239","0","38000","0","1139","30345","30345","0","5961","39707","-15323","0","175","0","574","274984","143742","277050.75","288973","257256","284855","6204","6204","0","0","30859","1526","38000","0","22660","27856","2846","22660","0"
"35267","14939","2909330","0","AIG Federal Savings Bank","Wilmington","DE","19809","9/30/2018","11/14/2018","SA","503 Carr Road, Suite 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","","10","34441","3757","0","27374","0","0","0","0","0","0","0","3310","34441","1313","500","500","500","50.0998003992016","0","0","0","0","813","33128","33128","0","0","32008","1120","0","0","0","17","27374","20770","33421.5","34050.5","5854","30619","0","0","0","0","500","0","0","0","0","29878","0","0","0"
"3304","0","1006951","3183959","AIMBank","Littlefield","TX","79339","9/30/2018","11/14/2018","NM","337 Phelps Avenue","AIM BANCSHARES, INC.","20","0","0","4","0","Lamb","","","9/19/1925","1/1/1934","4/27/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.aimbankonline.com","240","1365206","70506","55018","259874","0","965922","11221","0","27339","1492","17454","22619","1365206","1224323","1207982","1131566","1207982","67.0246793733867","7407","0","0","0","8934","140883","140883","0","979","91428","48476","0","150","0","6695","1280814","365339","1225237","1347164","1039209","1344344","7763","7763","0","0","165076","5131","0","1136","173449","128073","11221","173449","49160"
"35314","0","2877484","3047583","Alamerica Bank","Birmingham","AL","35205","9/30/2018","11/14/2018","NM","2170 Highland Avenue","ALAMERICA BANCCORP, INC.","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","8","27122","6873","6239","615","0","16232","426","0","14","2940","0","448","27122","22275","18275","15938","18275","88.8299617277201","0","0","3850","0","150","4847","4847","0","1","9999","-5153","0","1417","0","66","23086","1316","31975.25","28828.5","20205","27946","0","0","0","0","4744","941","3850","0","2652","4800","254","2652","0"
"13947","0","869953","1061222","Alamosa State Bank","Alamosa","CO","81101","9/30/2018","11/14/2018","NM","2225 Main Street","ALAMOSA BANCORPORATION, LTD.","2","0","0","2","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alamosastatebank.com","34","249103","49254","44254","63004","0","131957","2102","0","2176","0","0","2712","249103","226092","225520","170845","225520","60.5174133764881","0","0","0","0","572","23011","23011","0","300","300","22411","0","0","0","2227","239215","61748","245630.75","248219.5","143548","246086","0","0","0","0","9961","14897","0","0","24880","24256","1798","24880","0"
"17230","0","2732","1208933","Albany Bank and Trust Company National Association","Chicago","IL","60625","9/30/2018","11/14/2018","N","3424 West Lawrence Avenue","ALBANK CORPORATION","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.albaybank.com","69","585342","82522","74222","73227","0","420658","4851","0","3328","145","1112","4350","585342","491910","488790","361540","488790","57.3042390344421","0","0","0","0","3120","93432","93432","0","0","5789","87643","0","1978","0","1871","568107","10149","594141.5","591316.5","462989","587284","0","0","0","0","68919","30245","0","0","99899","92735","4851","99899","0"
"17622","12071","388744","0","Alden State Bank","Alden","MI","49612","9/30/2018","11/14/2018","NM","Coy And Helena Streets","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","http://www.aldenbank.com","37","204617","9800","1332","14904","23000","145694","2413","0","3615","0","0","7604","204617","179936","177718","83395","177718","78.7288030696868","0","0","0","0","2218","24681","24681","0","1560","14538","8583","0","931","0","478","184930","39239","195886.5","198471","175001","198266","4465","4465","0","0","2654","581","0","0","22958","25819","2190","22958","0"
"9831","0","414102","0","Alden State Bank","Alden","NY","14004","9/30/2018","11/14/2018","SM","13216 Broadway","","2","0","0","5","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","WWW.ALDENSTATE.COM","60","334378","7076","2279","62595","593","250231","3386","0","2008","68","0","11807","334378","293656","285731","218225","285731","81.7094974021657","0","0","7000","0","925","40722","40722","0","263","1000","39459","0","10073","0","1076","315698","71949","330402","334389.5","234333","338251","8961","6424","0","2537","13324","844","7000","0","35437","40722","2935","35437","0"
"3931","10999","933256","2067007","Alerus Financial, National Association","Grand Forks","ND","58201","9/30/2018","11/14/2018","N","401 Demers Avenue","ALERUS FINANCIAL CORPORATION","20","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","1/16/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","791","2170974","35837","7263","244493","0","1731317","21011","1894","20722","169","55523","81019","2170974","1926366","1826328","1262833","1826328","51.7290753962259","73930","0","0","0","26108","244608","244608","0","4100","85056","155452","0","5638","0","7810","1984967","711323","2141922.75","2172828.5","1807295","2097964","30561","23544","0","7017","101599","15192","0","27672","554924","200258","21011","554924","117178"
