cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"11764","15826","598543","1199808","Sibley State Bank","Sibley","IA","51249","9/30/2018","11/14/2018","NM","803 Fourth Avenue","CYPRESS CORPORATION","1","0","0","2","0","Osceola","","","1/1/1894","1/1/1934","10/5/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","http://www.sibleystatebank.com","65302","65302","58911","0","6390","0","0","0","","23489","5894","41812","3830","7248","30736","59407","5892","59410","60282","59557","3938","0","0","0","",""
"12722","10808","1002458","0","Sicily Island State Bank","Sicily Island","LA","71368","9/30/2018","11/14/2018","NM","301 Newman Street","","2","0","0","4","1","Catahoula","","","2/1/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.sibank.net","43378","43378","35401","0","4027","3950","0","0","","12406","7447","30972","0","2755","28219","35931","7666","35712","37668","38270","962","1245","1245","715","",""
"29379","3360","304575","0","Sidney Federal Savings and Loan Association","Sidney","NE","69162","9/30/2018","11/14/2018","SA","1045 10th Avenue","","1","0","0","5","0","Cheyenne","","","1/1/1899","2/24/1936","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.sidneyfederal.com","15308","15308","15158","0","150","0","0","0","","3087","908","12221","576","4833","6811","14400","1107","14201","15002","15252","1727","0","0","0","",""
"17232","13603","648345","3621497","Sidney State Bank","Sidney","MI","48885","9/30/2018","11/14/2018","NM","3016 West Sidney Road","SIDNEY BANCORP.","2","0","0","5","0","Montcalm","24340","Grand Rapids-Wyoming, MI","10/10/1921","6/15/1953","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.sidneybank.com","56455","56455","51595","36","4824","0","0","0","","18959","7385","37496","4032","11790","21674","49070","7385","49070","54634","53597","3276","500","500","0","",""
"57053","0","2942690","0","Signature Bank","New York","NY","10017","9/30/2018","11/14/2018","NM","565 Fifth Avenue","","33","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/12/2001","4/12/2001","1/1/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.signatureny.com","36095082","36095082","35260688","0","830644","3750","0","0","","4363540","4162981","31731542","17017114","12742050","1972379","31932101","12223065","23872017","34294887","6676654","3119","828621","480231","0","",""
"58264","0","3437483","3437492","Signature Bank","Rosemont","IL","60018","9/30/2018","11/14/2018","NM","9701 W Higgins Rd Suite 500","SIGNATURE BANCORPORATION, INC.","4","0","1","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/4/2006","8/4/2006","9/25/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.signaturebank.bank","699372","699372","689069","0","7025","3279","0","0","","64954","49041","634419","208451","355208","70761","650332","276649","422723","658979","246072","1407","29216","29216","4358","",""
"89","10291","3350724","3306589","Signature Bank of Arkansas","Fayetteville","AR","72703","9/30/2018","11/14/2018","NM","3878 N Crossover Rd, # 20","WHITE RIVER BANCSHARES COMPANY","6","0","0","4","0","Washington","22220","Fayetteville-Springdale-Rogers, AR-MO","8/18/1933","1/1/1934","4/9/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.sbofa.com","521262","521262","465311","0","9938","46013","0","0","","155780","102758","365482","79569","11630","274283","418504","102758","418504","420951","422198","20352","55458","55458","45914","",""
"58103","0","3390627","0","Signature Bank of Georgia","Sandy Springs","GA","30328","9/30/2018","11/14/2018","NM","6065 Roswell Rd., Suite 110","","2","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","11/7/2005","11/7/2005","3/1/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.signaturebankga.com","81979","81979","81979","0","0","0","0","0","","51425","39582","30554","20027","1015","9511","42397","39589","42390","80138","60555","1574","0","0","645","",""
"57269","0","3076604","3076592","Signature Bank, National Association","Toledo","OH","43623","9/30/2018","11/14/2018","N","4607 West Sylvania Avenue","SIGNATURE BANCORP, INC.","2","0","0","4","0","Lucas","45780","Toledo, OH","4/2/2002","4/2/2002","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","https://www.signaturebankna.com","773161","773161","718415","0","53442","1304","0","0","","365701","258634","407460","187761","92691","127008","514527","258634","514527","726455","478553","12556","23686","23686","996","",""
"14178","0","552956","1141263","Silex Banking Company","Silex","MO","63377","9/30/2018","11/14/2018","NM","20 S 2nd St","SILEX BANCSHARES, INC.","1","0","0","2","0","Lincoln","41180","St. Louis, MO-IL","3/24/1934","3/30/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.silexbank.com","61473","61473","58328","0","3145","0","0","0","","10301","9890","51172","34024","376","16772","51583","9890","51583","60019","54589","3761","0","0","0","",""
"24735","0","802866","1031449","Silicon Valley Bank","Santa Clara","CA","95054","9/30/2018","11/14/2018","SM","3003 Tasman Drive","SVB FINANCIAL GROUP","6","0","1","9","0","Santa Clara","41940","San Jose-Sunnyvale-Santa Clara, CA","10/17/1983","10/17/1983","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","0","www.svb.com","49272632","45160476","45160476","0","0","0","0","0","4112156","5852004","5848061","39308472","39279143","3022","26307","39312415","39382614","5777862","45142960","4977359","0","0","0","0","1767682","2344474"
"15323","10532","326054","3015582","Silver Lake Bank","Topeka","KS","66608","9/30/2018","11/14/2018","NM","201 Nw U.S. Highway 24","GIDEON MANAGEMENT L.L.C.","5","0","0","4","0","Shawnee","45820","Topeka, KS","1/1/1909","12/16/1935","10/2/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.silverlakebank.com","213517","213517","174067","0","39450","0","0","0","","61052","38035","152465","58457","12053","81955","175482","38035","175482","187177","157412","7516","0","0","0","",""
"27330","14732","1216826","3695667","Silvergate Bank","La Jolla","CA","92037","9/30/2018","11/14/2018","SM","4250 Executive Sq Suite 300","SILVERGATE CAPITAL CORPORATION","5","0","0","9","0","San Diego","41740","San Diego-Carlsbad, CA","8/26/1988","8/26/1988","2/21/2017","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.silvergatebank.com","1963034","1963034","1963034","0","0","0","0","0","","1788947","1788947","174087","134627","862","38598","174087","1734298","228736","1961238","209467","0","0","0","0","",""
"17587","0","844138","0","Simmesport State Bank","Simmesport","LA","71369","9/30/2018","11/14/2018","NM","Highway 1 And Laurel Street","","1","0","0","6","0","Avoyelles","","","5/1/1956","5/1/1956","6/4/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.simmesportstatebank.net","71785","71785","62804","0","3757","5225","0","0","","15251","15251","56535","980","5485","50070","56535","12699","59086","62102","67277","4596","0","0","0","",""
"3890","11473","663245","1094828","Simmons Bank","Pine Bluff","AR","71611","9/30/2018","11/14/2018","SM","501 Main Street","SIMMONS FIRST NATIONAL CORPORATION","207","0","1","4","0","Jefferson","38220","Pine Bluff, AR","3/23/1903","1/1/1934","5/29/2018","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","0","http://www.simmonsbank.com","12304068","12304068","10250871","1617","1746624","304956","0","0","","1444942","1174535","10859126","3330983","4994637","2533506","11129533","3003645","9300423","10721851","8116593","411861","902574","879668","10012","",""
"23270","0","472951","2313058","Siouxland Bank","South Sioux City","NE","68776","9/30/2018","11/14/2018","SM","1001 West 29th Street","SIOUXLAND NATIONAL CORPORATION","2","0","0","8","0","Dakota","43580","Sioux City, IA-NE-SD","12/1/1980","12/1/1980","6/19/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","WWW.SIOUXLANDBANK.COM","46394","46394","41693","0","4701","0","0","0","","21371","10012","25023","4114","5211","15698","36382","9578","36816","39774","39188","1518","0","0","0","",""
"4766","0","412555","2796857","SJN Bank of Kansas","Saint John","KS","67576","9/30/2018","11/14/2018","NM","116 E 3rd Avenue","SJN BANC CO","4","0","0","2","0","Stafford","","","1/1/1905","1/1/1934","1/1/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.sjnbank.com","118222","118222","84444","0","33280","498","0","0","","45230","28604","72992","27022","12643","33326","89618","20000","98222","113135","90403","3519","0","0","498","",""
"17874","0","227179","3438097","Skagit Bank","Burlington","WA","98233","9/30/2018","11/14/2018","NM","301 East Fairhaven Avenue","SKAGIT BANCORP, INC.","11","0","0","4","0","Skagit","34580","Mount Vernon-Anacortes, WA","6/16/1958","6/16/1958","10/31/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.skagitbank.com","819687","819687","795264","0","23905","518","0","0","","147383","47641","672304","111307","444906","116091","772046","203729","615958","786440","667861","18155","9712","9712","0","",""
"19532","10566","401906","0","Skowhegan Savings Bank","Skowhegan","ME","4976","9/30/2018","11/14/2018","SB","13 Elm Street","","12","0","0","6","0","Somerset","","","10/2/1869","1/1/1966","1/1/2016","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.skowhegansavings.com","500625","500625","500624","0","0","0","0","0","","210988","153330","289636","55298","101305","133033","347294","153415","347210","452282","419798","35988","42180","0","0","",""
"6861","0","90328","4949303","SKYLINE NATIONAL BANK","Independence","VA","24348","9/30/2018","11/14/2018","N","113 West Main Street","PARKWAY ACQUISITION CORP","20","0","1","4","0","Grayson","","","10/6/1900","1/1/1934","7/1/2018","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","http://www.skylinenationalbank.com","602875","602875","583649","0","19226","0","0","0","","227212","153065","375663","57282","130826","187555","449810","153449","449426","571540","545054","48520","1433","0","0","",""
"8507","0","481748","1201439","Sloan State Bank","Sloan","IA","51055","9/30/2018","11/14/2018","NM","302 Fourth Street","SLOAN STATE CORPORATION","2","0","0","2","1","Woodbury","43580","Sioux City, IA-NE-SD","10/19/1889","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.sloanstatebank.com","46508","46508","37354","0","7410","1744","0","0","","19043","9449","27465","12553","3908","11004","37059","9542","36966","44764","40717","1581","1744","1744","0","",""
"27686","111","213471","0","Slovenian Savings and Loan Association of Canonsburg","Strabane","PA","15363","9/30/2018","11/14/2018","SA","130 Boone Avenue","","1","0","0","8","0","Washington","38300","Pittsburgh, PA","1/1/1925","3/9/1960","7/21/2011","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.sloveniansavingsandloan.com","334095","334095","334094","0","0","0","0","0","","20639","20639","313455","3403","49873","260179","313455","1752","332343","242982","282302","76328","0","0","0","",""
"31994","7703","568377","0","Slovenian Savings and Loan Association of Franklin-Conemaugh","Conemaugh","PA","15909","9/30/2018","11/14/2018","SA","361 First St","","5","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1915","12/11/1979","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","sloveniansavings.com","117313","117313","114806","0","2507","0","0","0","","28174","1158","89139","0","44411","44728","116155","2574","114739","114470","115828","15002","0","0","0","",""
"5623","0","676049","1098264","Smackover State Bank","Smackover","AR","71762","9/30/2018","11/14/2018","NM","708 North Broadway","SMACKOVER BANCSHARES, INC.","4","0","0","7","0","Union","","","4/18/1928","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Western","0","1","http://www.smackoverbank.com","160154","160154","125356","0","34798","0","0","0","","50967","33419","109187","8620","22189","78378","126735","33419","126735","132272","127322","12315","0","0","0","",""
"25744","11205","663656","1067617","Small Business Bank","Lenexa","KS","66215","9/30/2018","11/14/2018","SM","13423 West 92nd Street","GARDNER BANCSHARES, INC.","1","0","0","4","0","Johnson","28140","Kansas City, MO-KS","11/7/1984","11/7/1984","10/7/2016","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.smallbusinessbank.com","46886","46886","46886","0","0","0","0","0","","32287","30010","14599","2472","9749","2377","16876","30010","16876","46631","42989","378","0","0","0","",""
"35112","0","2804864","2804855","Small Town Bank","Wedowee","AL","36278","9/30/2018","11/14/2018","NM","117 Main Street","EAST ALABAMA FINANCIAL GROUP, INC.","5","0","1","4","0","Randolph","","","7/2/1999","7/2/1999","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://www.smalltownbank.com","186802","186802","171288","0","15264","250","0","0","","71248","35899","115554","31636","22280","61638","150903","35861","150941","181073","159619","18075","0","0","11","",""
"58463","0","3532641","1131497","SmartBank","Pigeon Forge","TN","37863","9/30/2018","11/14/2018","SM","2430 Teaster Lane, # 205","SMARTFINANCIAL, INC.","32","0","1","4","0","Sevier","","","1/8/2007","1/8/2007","10/31/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","0","http://www.smartbank.com","1731394","1731394","1352325","0","162453","216616","0","0","","592324","281639","1139070","457775","112407","568888","1449755","339188","1392206","1397621","1109719","43962","199581","199581","1993","",""
"4196","0","394156","1062416","SNB Bank, National Association","Shattuck","OK","73858","9/30/2018","11/14/2018","N","503 South Main Street","SHATTUCK BANCSHARES, INC.","2","0","1","2","1","Ellis","","","8/1/1909","1/1/1934","8/1/2013","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.snbbankna.com","99017","99017","72601","0","15789","10627","0","0","","29132","29132","69885","13919","7181","48785","69885","7160","91857","87326","84016","1906","1400","1400","9901","",""
"58534","0","3397233","3607549","Solera National Bank","Lakewood","CO","80226","9/30/2018","11/14/2018","N","319 S. Sheridan Boulevard","SOLERA NATIONAL BANCORP, INC.","1","0","0","4","0","Denver","19740","Denver-Aurora-Lakewood, CO","9/10/2007","9/10/2007","5/11/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.solerabank.com","176612","176612","149379","0","13802","13431","0","0","","83155","71904","93457","29383","12820","51255","104708","71925","104686","162190","130773","85","2301","2301","1128","",""
